"","movie","point","review"
"943","강철비2: 정상회담","9","어제 봤습니다하도 평점테러가 많길래 기대안하고 봤는데생각보다 많이 재밌었습니다.특히 마지막 잠수함 전투씬은 심장졸이며 봤어요..정우성 엉성한 코믹연기는 좀 불편했는데전체적으로 잘만든 영화입니다.정치적인 의도가 있던 없던 그딴건 모르겠고그런요소 빼고 본다면 핵잼입니다.영화는 그냥 영화로 봅시다 "
"944","지푸라기라도 잡고 싶은 짐승들","8","지금 시즌에서 무료~ 왜 망했는지 모르겠네요. 좀 잔인하지만 재밌게 봤어요. "
"945","강철비2: 정상회담","1","저기요ㅡㅡ 좋아하는 사람이랑 두번째 데이트였는데 영화보다가 승질 나와서 들킬뻔햇자나요ㅡㅡ  진짜 싫다.. 스토리,연출,모든게 억지 스럽고 제일 최악인게 쥐어짜내는 웃음 코드 이런 영화 볼때마다 생각하는게배우들 시사회에서 영화 보면서 얼마나 짜증날까 싶음. "
"946","다만 악에서 구하소서","6","액션씬이 보고싶다는 분들만 보세요!!스토리 구성이며, 결말은 쏘쏘예요 "
"947","주식회사 스페셜액터스","8","최근에 관람한 영화중에  유일하게  엔딩크레딧까지  앉아 있었습니다 아주 재미있고  생각하게 만든 영화였어요 "
"948","다만 악에서 구하소서","10","역시 믿고보는... "
"949","강철비2: 정상회담","1","스케일 큰 엄복동을 보는 느낌...현실성이야 영화니까 그러려니 참고 봤음. .반일 국뽕 MSG만 왕창 뿌려논 느낌...억지 감동 애국심 쥐어짜내고 뻔히 예상되는 극적인 전개...최악... "
"950","강철비2: 정상회담","8","걱정하며 봤는데  재밋던데요    ..   안봤음 후회할뻔 "
"951","강철비2: 정상회담","8","걱정하며 봤는데  재밋던데요    ..   안봤음 후회할뻔 "
"952","다만 악에서 구하소서","10"," 볼만합니다 혼자 보기 딱 좋은 영화 "
"953","다만 악에서 구하소서","10","박정민 도랐다ㅋㅋㅋ  그 캐릭터 일거라곤 생각 믓했다ㅋㅋ 올해 나온 한국 영화중에서 가장 볼만 했음 "
"954","판의 미로 - 오필리아와 세 개의 열쇠","10","그냥 말이 필요 없는 최고의 영화 "
"955","다만 악에서 구하소서","9","할리우드가 봐도 지리는 배우들의 연기와 촬영 "
"956","다만 악에서 구하소서","9","황정민 연기가 영~~  그렇네요.다른역활을 맡아도 맨날같은사람으로 느껴지는 기분.   이정재가 돋보이는 영화~~그리고 칼휘두를때 나오는 억지스런 효과음 완젼별로!마지막 총격씬은 멋진데,,,   수류탄 두번이나 터트리는것도 좀...현실성없네요.한방에 다 돌아가셔야지 "
"957","검은 사제들","7",""
"958","다만 악에서 구하소서","7","아저씨, 레옹, 테이큰, 노인을 위한 나라는 없다, 존윅의 콜라보 "
"959","다만 악에서 구하소서","6","액션과 연기 너무 좋은데 스토리가 ㅠㅠㅠ 보고 나서 음,,,배우가 아깝다는 생각이 들어욤 "
"960","다만 악에서 구하소서","10",""
"961","다만 악에서 구하소서","10",""
"962","다만 악에서 구하소서","10","미친 꿀잼 최근 2년 본 것 중에 최고 "
"963","다만 악에서 구하소서","10","연기와 미장센에는 10점도 부족하다 스토리는 조금 아쉬웠지만 "
"964","다만 악에서 구하소서","9","반도 강철비2 보고 눈 버렸다가 다악구 덕에 눈호강함. "
"965","다만 악에서 구하소서","4","이게 평점이 9점이 넘는다니... "
"966","다만 악에서 구하소서","10","와 진짜 재밌었어요ㅠㅠ 박정민씨 연기 대박... 황정민씨랑 이정재씨의 연기느 말이 필요없죠 ,,그쵸?꼭 보세요!!! 정말 재밌습니다!! "
"967","다만 악에서 구하소서","10","와우~~~그냥 보세요.말이 필요없는. 와우! "
"968","#살아있다","2","OOO기영화입니다 별한개도 아까워요 개쓰렉연기도못함 "
"969","다만 악에서 구하소서","9","항상이지만 요즘 영화가 너무 사람을  많이죽여서 그렇지만 긴장감 높은 스토리 연출 좋았음 "
"970","강철비2: 정상회담","10","어뢰 지나갈 때 심장터질 뻔 "
"971","다만 악에서 구하소서","1","그냥 내용은 거의 없고 액션씬도 별로임배우들 연기야 믿고 본다지만 애초에 대사도 별로없고 찾고 쫓고 죽이고만 반복하는영화 "
"972","다만 악에서 구하소서","8","한줄평 : 한국판 테이큰     연기력은 갑 "
"973","다만 악에서 구하소서","10","액션은 우리나라 영호ㅏ상 손에꼽을정도로 멋집니다. "
"974","다만 악에서 구하소서","10","엄청 잔인하지만 눈을 뗄 수 없다 "
"975","다만 악에서 구하소서","8","감독이 내가 좋아하는 영화들 시나리오 작가출신인데 투자자간섭땜에 첫작품의 시나리오는 너무 간략히 만든것같아 아쉽다. 그러나 다음에 더 멋진 시나리오 작품 부탁해요 "
"976","반도","9","전반적으로 잼있게 잘 봤습니다. 한국영화가 많이 발전했네요. 중간중간 코믹한 요소도 있지만 액션이나 연출은 아주 좋네요. 킬링타임 영화로 지루하지 않고 볼만합니다. "
"977","다만 악에서 구하소서","10","이정재&황정민의 콜라보는 언제나 옳은듯합니다, 액션씬에 비해 스토리가 부족한건 사실...! "
"978","다만 악에서 구하소서","10","후기에 별로라는거 보고 안볼려고했다가 봤는데 후기 무엇? 안봤을면 어쩔뻔? 영상미...액션 풀었다 쥐었다 장난아니다. 이정재 그 나이에 패션 지리고 지드래곤같네. 완전 재밌게 보고 나옴. "
"979","강철비2: 정상회담","9","영화 끝나고도 오랫동안 생각하게 만드는 영화재미는 1보다 떨어짐반도, 강철비2, 다만 악에서 구하소서 다 봤는데개인 취향이겠지만 여운이 남는 건 강철비2 "
"980","강철비2: 정상회담","1","미쳤나 싶었음... 핵 노잼 "
"981","다만 악에서 구하소서","10","대박영화 연기가...너무 대단하다 "
"982","다만 악에서 구하소서","10","두 정민의 연기력...간만에 볼만한 영화였음 "
"983","다만 악에서 구하소서","6","이럴 필요까진 없지않았나...^^;충분히 좋을수 있었는데 산만하고 과했다는 느낌이.. "
"984","강철비2: 정상회담","10","왜구놈들이 댓글알바질 하는듯잼있으니 봐요~~ "
"985","반도","10","저는 재밌게봤어요~~ ㅋㅋㅋ "
"986","몬스터","10","원하는 대로 흐르지 않기 때문에 인생이 재밌는 거라고 하는 것은, 완벽하진 않아도 어느정도 자신이 받아들일 수 있는 삶을 사는 사람들이나 하는 말이지 "
"987","다만 악에서 구하소서","8","개인적으로 지금까지 이정재가 나온 영화 중 제일 간지나고 카리스마 장난아님. 박정민도 파격적인 변신 너무 잘어울린다. "
"988","강철비2: 정상회담","2","냄새가 너무 나네요.속보이는 영화 "
"989","다만 악에서 구하소서","10","올해 최고의영화짱짱. "
"990","다만 악에서 구하소서","10","배우연기 어쩔황정민도 이정재도 너무종아요 "
"991","다만 악에서 구하소서","6","액션이나 연기는 멋졌으나 다소 지루한 부분과 스토리가 빈약하였음 "
"992","다만 악에서 구하소서","10",""
"993","단지 세상의 끝","8","왜 이토록 화를 낼까 "
"994","다만 악에서 구하소서","6","기억에 남는건 수류탄뿐 "
"995","다만 악에서 구하소서","4","웃겨요연기는 정말 잘하십니다 "
"996","다만 악에서 구하소서","6","이정재는 서사가 너무 빈약해서 (걍 아이스아메리카노 중독 패셔니스타 싸이코패스임) 투톱 주인공 영화이기엔 부족하지 않나 싶습니다. 그리고 액션씬도 고어하긴 한데 동선이 좋진 않아서 아쉬웠습니다. 연기는 아역까지 다 잘했고요. "
"997","다만 악에서 구하소서","10","뻔한스토리지만 잼나게 봤음 ^ "
"998","날 미치게 하는 남자","10","제목부터가 웃김 ㅋㅋㅋㅋ "
"999","다만 악에서 구하소서","10","상혀니랑 재밌게봄 박정민짱 "
"1000","다만 악에서 구하소서","10","아저씨의 하드보일드와 레옹의 감성을 입혔다. "
